YEAR,MONTH,LAT,LONG,CO2,CH4,CO,H2,WET,CLD,VAP,PRE,FRS,DTR,TMN,TMP,TMX,GLO,ETR,ETRN
1997,11,30.475,-84.75,364.5827706,1820.767597,129.1506837,495.721666,998,500,128,1811,236,127,78,141,205,3124.891685,6204.573449,14781.56854
1997,12,30.475,-84.75,366.1476073,1838.379862,170.9043372,501.1815585,1090,588,112,1461,665,113,57,113,170,2437.285405,5480.256425,14359.51371
1998,1,30.475,-84.75,367.0190087,1817.006384,196.276531,516.8488139,1239,613,114,1812,264,116,64,122,180,2740.053035,5911.452423,14684.70185
1998,2,30.475,-84.75,367.8125749,1822.654849,154.4031559,520.6545235,1235,588,112,1393,86,120,74,134,194,3765.793227,7228.818028,15527.13732
1998,3,30.475,-84.75,369.2687297,1843.730325,184.1015676,527.228929,1119,575,125,1896,159,127,82,145,209,4928.253934,8856.650732,16519.6918
1998,4,30.475,-84.75,369.4592265,1825.586644,163.9372946,534.5665131,560,488,158,480,0,126,131,194,257,5521.711102,10277.1548,17481.43291
1998,5,30.475,-84.75,369.0365561,1837.660093,184.5672658,560.5705955,479,513,235,337,0,133,180,247,314,6824.166646,11143.59561,18246.60531
1998,6,30.475,-84.75,366.9642053,1846.099342,170.3713399,550.5083752,876,550,284,334,0,124,226,288,350,7018.275265,11446.95064,18585.14285
1998,7,30.475,-84.75,365.7964944,1841.368601,152.7883921,558.2631219,1654,625,308,2994,0,103,240,291,343,5477.094886,11240.68886,18311.27019
1998,8,30.475,-84.75,363.1821916,1818.573629,120.6540367,550.2803467,1240,600,304,680,0,116,225,283,341,5714.80091,10511.65889,17555.68859
1998,9,30.475,-84.75,363.3784202,1827.282257,132.2463696,534.0051574,1634,563,269,4423,0,77,225,263,302,3558.179555,9278.235633,16621.92274
1998,10,30.475,-84.75,366.2256607,1862.343234,170.8297851,523.0644107,330,438,200,33,0,119,160,220,280,4542.82786,7693.041179,15653.41342
1998,11,30.475,-84.75,367.7461587,1837.060471,146.6516934,529.3715129,503,500,161,570,0,109,132,186,241,2905.016771,6214.968692,14788.83524
1998,12,30.475,-84.75,367.7962227,1841.444866,149.8831507,522.6152346,530,588,136,702,0,101,101,152,203,2514.189429,5482.262349,14360.79084
1999,1,30.475,-84.75,370.2317678,1847.514461,161.4728968,533.0504978,989,613,106,1278,436,139,57,127,197,3011.644816,5903.485829,14677.0576
1999,2,30.475,-84.75,371.3119743,1842.668763,162.0329943,534.8462859,543,588,115,321,67,133,73,140,207,3975.336459,7214.963855,15518.99319
1999,3,30.475,-84.75,371.3408118,1848.430941,179.92413,539.8630058,706,575,123,818,318,144,73,145,217,5283.146447,8842.473882,16509.05043
1999,4,30.475,-84.75,371.7831518,1835.307525,164.1004185,541.1714835,433,488,166,262,0,134,150,217,284,5786.526104,10266.63309,17473.41369
1999,5,30.475,-84.75,371.6144436,1830.301248,149.3972011,539.6221339,686,513,205,1274,0,129,168,232,297,6322.325413,11137.78426,18239.05774
1999,6,30.475,-84.75,370.4280585,1839.219184,130.3442168,539.2106298,1562,550,266,1761,0,88,221,265,309,5539.498748,11446.47062,18583.71467
1999,7,30.475,-84.75,366.7237927,1776.413976,79.32572875,534.7769879,1437,625,292,1961,0,91,234,279,325,5775.956724,11244.39088,18317.49925
1999,8,30.475,-84.75,364.8722395,1805.301416,79.28613828,536.355667,1155,600,302,1185,0,100,244,294,344,5449.070862,10520.60625,17566.0347
1999,9,30.475,-84.75,363.2983669,1804.278541,87.54921606,513.2882678,881,563,251,868,0,110,200,255,310,4949.703841,9290.783821,16631.75972
1999,10,30.475,-84.75,366.0358829,1810.298504,96.33013438,507.0489654,584,438,180,454,0,93,173,220,267,3991.126153,7707.149891,15662.5929
1999,11,30.475,-84.75,368.6583133,1833.708144,116.4337146,507.3633879,555,500,134,427,119,162,83,164,245,3496.923658,6225.344969,14797.93476
1999,12,30.475,-84.75,370.9587286,1829.48803,112.8485818,511.4975307,683,588,99,864,835,145,44,116,189,2769.749226,5484.046095,14360.88361
2000,1,30.475,-84.75,371.425544,1835.164106,123.1872624,523.0683079,848,613,102,761,385,119,62,122,182,2723.834978,5895.483562,14671.4191
2000,2,30.475,-84.75,374.9828953,1849.015338,156.8025571,524.962076,500,588,109,349,242,141,71,141,212,4355.413096,7228.944951,15527.48939
2000,3,30.475,-84.75,372.465291,1829.416265,141.5966503,526.0747732,872,575,139,979,0,149,102,176,251,5132.551673,8881.757219,16532.25509
2000,4,30.475,-84.75,373.2724536,1833.366546,143.8540668,530.2504694,406,488,145,336,0,140,110,180,250,6065.578305,10294.13664,17493.0508
2000,5,30.475,-84.75,372.9308355,1820.034311,134.3371069,535.9715794,202,513,215,107,0,127,190,253,317,6875.826601,11150.69656,18251.54304
2000,6,30.475,-84.75,370.8820265,1794.915423,94.46099019,531.9589887,1151,550,259,909,0,123,212,273,335,6173.63905,11446.885,18585.04571
2000,7,30.475,-84.75,369.1604093,1781.819408,82.9244075,534.9202662,1415,625,292,1194,0,121,229,290,351,5929.738917,11233.36961,18304.29528
2000,8,30.475,-84.75,367.2464782,1783.850132,80.60028361,525.0393798,1202,600,295,1299,0,101,239,289,340,5756.423172,10496.79295,17545.59897
2000,9,30.475,-84.75,366.1174206,1786.126898,84.56737591,518.0553972,1294,563,258,2992,0,81,214,255,296,4465.986948,9255.664949,16610.25215
2000,10,30.475,-84.75,367.6810526,1814.629707,93.58791226,507.7414887,375,438,172,286,0,155,124,201,279,4782.088169,7667.681235,15640.79975
2000,11,30.475,-84.75,370.272334,1830.088353,112.8294327,501.5844932,934,500,134,1316,134,122,91,152,213,3071.84947,6195.981531,14780.90126
2000,12,30.475,-84.75,371.8882835,1839.734336,134.8081077,504.7580428,626,588,84,792,1175,122,30,91,152,2694.120577,5479.346858,14361.76453
2001,1,30.475,-84.75,373.9566173,1843.497126,141.0039195,514.2298463,770,613,89,681,1212,138,22,91,160,3210.208907,5920.604599,14689.97833
2001,2,30.475,-84.75,374.1352895,1822.647257,125.5870805,518.3517219,551,588,123,266,0,117,97,155,214,3413.209642,7244.360941,15538.3071
2001,3,30.475,-84.75,374.5328407,1835.912093,138.2326356,529.3562821,1196,575,133,2415,158,108,93,147,201,4189.199991,8872.640718,16530.78116
2001,4,30.475,-84.75,375.1724898,1836.415423,148.9379767,527.0116886,774,488,167,1828,0,128,136,200,264,6317.974175,10289.10037,17492.04759
2001,5,30.475,-84.75,374.3949121,1817.785257,123.9818326,532.8478804,657,513,205,614,0,135,165,232,300,6676.090549,11149.73164,18254.22113
2001,6,30.475,-84.75,371.7885071,1793.099104,99.45455402,543.2676581,1655,550,276,2740,0,97,214,262,311,5810.018811,11447.88947,18585.17187
2001,7,30.475,-84.75,372.7803242,1779.189779,80.80907279,544.6768867,1537,625,292,1642,0,100,226,276,326,5598.040612,11235.82558,18306.75252
2001,8,30.475,-84.75,368.7048465,1776.061223,81.46076905,529.5899725,1746,600,297,2935,0,104,218,270,322,5184.999999,10501.76279,17546.85297
2001,9,30.475,-84.75,368.6099987,1793.589188,93.20745191,521.4832904,992,563,250,1233,0,105,192,244,297,4828.991975,9263.625203,16610.99129
2001,10,30.475,-84.75,369.2159227,1807.370588,99.93323389,513.478005,682,438,181,1041,0,136,127,195,263,4634.182537,7677.267906,15641.23191
2001,11,30.475,-84.75,372.5450377,1845.506971,124.3969352,502.3305382,450,500,147,483,0,155,100,177,255,3639.559956,6203.430659,14781.08678
2001,12,30.475,-84.75,373.9610626,1835.201529,117.2085058,517.9236719,503,588,123,300,15,120,83,143,203,2742.304128,5480.261027,14359.37101
2002,1,30.475,-84.75,374.1091167,1822.869048,124.5820335,526.4759704,894,613,103,1333,410,126,59,122,185,2661.000883,5912.47406,14684.9085
2002,2,30.475,-84.75,375.105865,1833.742153,142.1368004,514.393984,628,588,101,358,776,136,43,111,179,4024.281072,7230.507071,15527.92304
2002,3,30.475,-84.75,375.7391242,1826.282823,143.9100509,520.4075125,871,575,130,2014,75,138,91,160,229,4903.218964,8858.506932,16520.92009
2002,4,30.475,-84.75,377.0726195,1840.065326,138.9654615,526.1220886,467,488,179,160,0,115,164,221,279,5896.243622,10278.85303,17482.3419
2002,5,30.475,-84.75,375.343035,1820.883243,127.5661929,518.851448,474,513,216,402,0,126,177,240,303,6672.694652,11144.41168,18247.85043
2002,6,30.475,-84.75,374.2508656,1829.570688,111.6140716,523.9672927,1085,550,270,682,0,112,213,269,325,5839.697364,11447.09808,18585.11389
2002,7,30.475,-84.75,372.6291091,1801.110267,105.433561,533.3296927,1793,625,298,1854,0,103,226,277,329,5730.976873,11239.85639,18310.0748
2002,8,30.475,-84.75,369.5196274,1818.587898,109.8192901,525.8172237,1235,600,299,1086,0,102,224,275,326,5426.245497,10510.50842,17555.13244
2002,9,30.475,-84.75,370.3285436,1810.08679,100.110328,521.0291315,1290,563,275,2252,0,105,221,273,326,4421.575488,9276.470985,16620.93391
2002,10,30.475,-84.75,372.3870493,1829.122539,113.3915974,508.1465414,807,438,213,1101,0,97,185,234,283,3693.261105,7691.320693,15652.3911
2002,11,30.475,-84.75,374.1376378,1836.841286,123.1151711,510.4256549,692,500,128,816,244,131,78,143,209,3208.860553,6213.96893,14788.00831
2002,12,30.475,-84.75,376.5816133,1900.162856,156.2057902,501.5785011,928,588,103,1538,777,124,46,108,170,2714.662449,5482.124383,14359.95305
1990,1,30.475,-82.25,355.7911771,1766.987497,126.3256664,534.9507599,785,545,125,508,0,147,80,153,227,3128.866303,5958.395243,14518.04385
1990,2,30.475,-82.25,357.0434466,1769.17979,146.6910448,536.7088579,880,593,125,914,0,126,114,177,240,3421.299269,7242.701889,15355.55749
1990,3,30.475,-82.25,357.6484044,1771.905005,141.369354,540.2179127,742,534,139,784,0,148,113,187,261,4951.869784,8889.704059,16356.15095
1990,4,30.475,-82.25,358.6203493,1772.652887,120.4958577,541.2508998,476,477,159,452,0,152,117,193,269,5782.489202,10294.43268,17319.22818
1990,5,30.475,-82.25,358.3252943,1765.517772,123.9706379,556.1405082,582,543,214,309,0,140,176,246,316,6332.831667,11200.58581,18090.63292
1990,6,30.475,-82.25,356.6552119,1745.846027,104.0403603,545.6627822,1058,578,267,1285,0,129,206,271,336,6137.963485,11535.62071,18452.25346
1990,7,30.475,-82.25,354.0863842,1740.451934,110.8079748,547.5158456,1294,597,292,1106,0,125,221,283,346,5995.451092,11348.83297,18208.80938
1990,8,30.475,-82.25,350.7432851,1743.052954,94.57944594,532.3149334,1271,565,294,1142,0,131,213,278,344,5792.205584,10615.08029,17477.41688
1990,9,30.475,-82.25,350.6765531,1763.075532,96.29031113,542.3250846,604,518,269,422,0,136,192,260,328,5296.804701,9428.51464,16553.33691
1990,10,30.475,-82.25,354.1095254,1775.51633,148.5885652,545.382612,1033,541,203,1086,0,132,157,223,289,4218.330044,7842.216017,15577.28429
1990,11,30.475,-82.25,355.5293244,1784.038122,105.1155478,545.4229006,534,439,145,315,0,151,99,174,250,3521.733473,6337.09926,14686.42164
1990,12,30.475,-82.25,355.9805252,1777.524421,113.7337518,524.262158,507,597,125,320,0,127,87,150,214,2555.720745,5581.868319,14225.39039
1991,1,30.475,-82.25,356.6714789,1779.935627,144.7359565,547.9883611,1453,654,122,2536,0,99,82,132,182,2115.853677,5900.987218,14674.9076
1991,2,30.475,-82.25,358.0829491,1781.929126,105.4098968,541.9964353,458,588,111,406,0,128,79,143,207,3544.159545,7211.0526,15516.1138
1991,3,30.475,-82.25,359.1787666,1789.002583,173.270646,545.3727264,1165,575,139,1869,0,123,112,174,235,4230.778385,8838.456697,16506.91017
1991,4,30.475,-82.25,359.9712239,1776.156547,172.0025145,558.5598405,1065,565,191,1584,0,112,161,217,273,5070.830637,10263.53596,17470.45923
1991,5,30.475,-82.25,359.922076,1771.574824,147.3092893,566.0678375,1140,651,248,1459,0,105,206,258,311,5518.357605,11136.32481,18237.89996
1991,6,30.475,-82.25,357.6055852,1747.871686,129.0717823,550.5940868,1361,657,267,2195,0,114,207,264,321,6085.980115,11446.11013,18583.74106
1991,7,30.475,-82.25,355.973958,1736.654263,112.2132629,561.7300658,2046,671,292,2210,0,106,227,280,333,5758.268771,11245.54901,18319.54049
1991,8,30.475,-82.25,352.7428889,1732.322572,90.39507181,557.8018517,1463,644,289,1643,0,106,221,274,327,5303.451012,10523.24579,17568.34196
1991,9,30.475,-82.25,350.6683423,1778.316738,112.0991585,532.9017763,859,597,266,1043,0,117,200,258,317,4840.237134,9294.856799,16635.03297
1991,10,30.475,-82.25,353.7164957,1771.510493,115.968445,527.1999333,573,502,197,631,0,126,153,216,279,3739.106629,7711.196315,15665.14054
1991,11,30.475,-82.25,356.2221591,1794.966825,141.9796174,533.4456016,326,500,139,108,120,136,84,152,220,2890.829613,6227.856801,14798.99723
1991,12,30.475,-82.25,357.8026216,1798.594815,129.3229097,529.9635808,510,612,121,235,0,127,88,151,215,2225.641548,5484.264356,14362.10206
1992,1,30.475,-82.25,359.3358834,1808.337269,156.7054074,545.7355355,936,608,106,1193,392,121,51,112,173,2403.544441,5892.974471,14670.33231
1992,2,30.475,-82.25,359.590316,1805.444504,169.6301033,543.5949069,739,614,118,662,0,116,94,152,210,2839.807953,7224.856399,15521.92045
1992,3,30.475,-82.25,360.1181456,1798.460252,169.9363919,545.1683995,879,549,129,926,70,136,95,163,231,4217.458303,8877.489823,16529.40176
1992,4,30.475,-82.25,359.8761445,1787.991558,163.1554194,544.693317,561,521,152,616,0,139,118,187,257,5378.800762,10290.98007,17489.78506
1992,5,30.475,-82.25,359.764387,1783.104205,142.1754186,546.0409975,788,520,189,608,0,140,149,219,289,5870.048033,11149.20637,18251.04289
1992,6,30.475,-82.25,357.4516139,1750.3465,103.9548184,547.8165478,1450,668,263,2049,0,113,207,263,320,5763.16526,11446.87068,18584.03639
1992,7,30.475,-82.25,356.2974212,1780.948345,125.2966416,540.2320396,1396,586,293,1512,0,121,223,283,344,6393.735421,11234.65777,18306.00053
1992,8,30.475,-82.25,353.3476333,1775.629162,122.6271308,543.339207,1901,663,284,1874,0,105,216,268,321,5068.907196,10499.63063,17546.6556
1992,9,30.475,-82.25,351.4480492,1777.280651,110.7973762,532.4017082,1122,672,266,1260,0,107,205,259,313,4445.656798,9259.833207,16613.22781
1992,10,30.475,-82.25,354.930583,1813.404456,129.6173355,520.1614328,1069,532,188,1024,0,121,139,200,261,3569.920531,7671.410944,15643.42595
1992,11,30.475,-82.25,355.8735981,1792.678391,121.6774491,516.3907837,985,639,164,750,0,99,127,176,226,2601.626421,6198.687328,14781.81783
1992,12,30.475,-82.25,357.706592,1806.002564,145.9585399,521.0569522,436,636,115,276,102,117,78,136,195,2255.41921,5479.695475,14361.88661
1993,1,30.475,-82.25,358.3913503,1795.832528,130.4783385,530.1175182,1046,660,122,1298,0,103,108,159,211,2146.023052,5917.975023,14688.29613
1993,2,30.475,-82.25,359.6553463,1806.055873,159.7198918,532.7574257,772,591,102,1087,277,123,65,126,188,3113.678496,7240.426318,15535.02791
1993,3,30.475,-82.25,361.2383243,1811.025751,146.897513,542.8533349,990,574,133,955,166,131,86,151,217,4309.942109,8868.449863,16527.92418
1993,4,30.475,-82.25,362.7029152,1803.99688,152.6615122,544.412365,652,485,151,390,0,157,98,176,255,5861.477898,10286.21762,17489.12936
1993,5,30.475,-82.25,359.804623,1791.776187,136.2495721,542.3076128,442,548,203,219,0,146,152,225,298,6082.006856,11148.64145,18252.52682
1993,6,30.475,-82.25,357.3587481,1821.91806,140.9098951,540.3315823,1186,592,275,1519,0,136,202,270,338,6366.48136,11448.15193,18586.25933
1993,7,30.475,-82.25,355.5472189,1791.191122,92.48959316,534.2375278,1602,565,296,1266,0,128,223,287,351,6241.300494,11237.34103,18307.47252
1993,8,30.475,-82.25,354.8109482,1763.548106,104.6802894,525.7942486,1086,569,296,371,0,131,216,281,347,5619.630326,10504.44017,17548.82151
1993,9,30.475,-82.25,353.483159,1787.112329,101.6293384,527.6054923,1162,577,265,1634,0,122,205,266,327,4956.03595,9267.305296,16613.67183
1993,10,30.475,-82.25,355.3938594,1785.77736,103.8379688,526.4054193,1031,566,201,1118,0,120,152,212,272,3404.567317,7681.210785,15644.23073
1993,11,30.475,-82.25,356.1773758,1789.740881,95.91907602,502.9104432,740,557,152,789,0,119,106,165,225,2837.863307,6205.998812,14782.44149
1993,12,30.475,-82.25,358.3423664,1841.986708,181.8522037,505.4630032,641,587,115,534,557,125,50,112,175,2440.135299,5480.247992,14357.95927
1994,1,30.475,-82.25,359.3579635,1809.336094,165.6636922,514.2575323,1198,612,105,1587,602,116,47,105,163,2496.433986,5909.966229,14682.67779
1994,2,30.475,-82.25,359.9860708,1783.960945,142.1436061,525.6983798,538,593,123,323,0,114,99,156,213,3261.787848,7226.709442,15526.48533
1994,3,30.475,-82.25,362.3591983,1802.195644,159.4315459,534.3563961,795,544,133,996,0,138,103,172,241,4587.723806,8854.424437,16518.18226
1994,4,30.475,-82.25,361.9808499,1803.883968,163.2820564,529.9942075,501,507,173,255,0,134,142,209,276,5459.749638,10275.62086,17480.74478
1994,5,30.475,-82.25,361.5250273,1792.758588,161.590429,534.4634343,716,564,200,345,0,130,166,231,296,5871.417896,11142.62534,18245.2317
1994,6,30.475,-82.25,359.5732992,1769.585544,121.0934964,543.6442083,1829,694,275,2617,0,101,214,265,316,5468.729525,11447.10893,18584.71393
1994,7,30.475,-82.25,358.2096891,1768.605498,103.4664073,554.5875387,1700,649,292,1439,0,108,216,270,324,5758.326231,11241.34021,18313.63444
1994,8,30.475,-82.25,356.278905,1785.121824,149.962047,536.9442707,1474,665,290,1317,0,102,214,265,316,5447.916453,10513.2238,17558.20714
1994,9,30.475,-82.25,353.4609886,1804.511804,146.6744241,522.2815166,1380,675,258,1436,0,104,198,250,302,4476.009702,9279.907631,16623.83257
1994,10,30.475,-82.25,355.9460514,1838.49031,166.5706527,502.0859171,1397,642,201,2246,0,97,164,212,261,3336.42536,7695.2105,15655.60281
1994,11,30.475,-82.25,359.8920295,1821.232885,134.0868494,504.7355511,762,600,171,353,0,106,142,195,248,2697.940014,6216.297104,14790.42072
1994,12,30.475,-82.25,360.0003401,1838.815489,224.2569173,510.2441672,715,693,128,447,0,106,91,144,197,2174.575425,5482.259039,14360.37863
1995,1,30.475,-82.25,364.8531666,1839.229873,178.2246453,521.3390166,855,582,104,842,325,121,59,120,180,2724.479182,5901.981824,14675.82046
1995,2,30.475,-82.25,362.527393,1814.484661,184.2629172,521.7688973,851,575,105,849,178,130,64,129,194,3487.876334,7212.824802,15517.19117
1995,3,30.475,-82.25,363.5416689,1829.240369,173.264032,531.3954881,717,584,127,757,0,132,120,186,252,4450.991885,8840.317604,16507.68507
1995,4,30.475,-82.25,363.8710387,1812.37575,149.450071,532.9084811,600,505,166,551,0,131,133,198,264,5582.323816,10264.98436,17471.51953
1995,5,30.475,-82.25,363.6162224,1804.007029,133.4855132,536.7859912,718,576,215,756,0,132,182,248,314,5831.06616,11137.04587,18238.91049
1995,6,30.475,-82.25,361.4478976,1772.29164,113.7425728,541.968273,1364,682,277,2363,0,105,207,259,312,5728.340937,11446.25427,18582.95445
1995,7,30.475,-82.25,359.9527438,1779.564223,110.1606326,551.6089816,1493,626,299,1866,0,118,225,284,343,5968.155189,11245.23231,18318.47914
1995,8,30.475,-82.25,356.9173523,1785.641254,104.8317475,530.6618289,1902,719,316,2344,0,102,231,282,333,5342.595969,10521.79486,17567.34454
1995,9,30.475,-82.25,356.4470532,1782.35151,90.15016543,522.1299264,721,684,263,716,0,107,205,259,313,4387.57199,9292.909399,16633.80353
1995,10,30.475,-82.25,360.0129608,1801.196762,111.5094931,512.2596375,985,606,211,816,0,116,172,230,288,3646.896577,7709.199291,15663.70633
1995,11,30.475,-82.25,362.9052216,1851.441558,150.0257446,499.8357165,666,489,136,563,163,143,78,149,221,3152.153181,6226.841601,14798.50509
1995,12,30.475,-82.25,361.5239484,1840.060249,148.6247999,508.381578,512,609,106,431,450,121,59,120,180,2589.833412,5484.255668,14362.10084
1996,1,30.475,-82.25,364.1316482,1838.092922,168.3748461,533.1302551,761,588,99,526,743,138,47,116,185,3031.05765,5894.071097,14670.70115
1996,2,30.475,-82.25,363.7621849,1826.249827,187.5286909,524.600772,647,575,107,399,293,142,64,135,206,3659.998174,7226.862284,15523.43733
1996,3,30.475,-82.25,365.6398572,1827.658757,167.8216305,535.5648052,1082,563,115,1781,268,133,72,138,205,4417.546856,8879.509657,16530.79249
1996,4,30.475,-82.25,365.9143003,1833.849711,163.7058034,534.3024417,704,500,151,881,0,141,119,190,261,5588.774342,10292.44804,17490.61126
1996,5,30.475,-82.25,365.9266611,1814.354712,155.5547069,541.0802328,580,563,219,579,0,136,181,249,317,6349.381221,11150.22195,18251.67349
1996,6,30.475,-82.25,364.2261628,1795.177102,118.730948,546.1480595,998,625,270,1582,0,117,205,263,322,5854.812767,11447.16115,18584.0065
1996,7,30.475,-82.25,361.9936801,1800.399864,106.5644365,543.4146059,1233,638,287,1337,0,100,232,282,332,5957.894256,11234.24491,18305.28817
1996,8,30.475,-82.25,359.2366383,1815.317884,140.5997359,547.4126514,1536,625,292,1987,0,108,216,270,324,5308.688161,10498.41491,17545.59822
1996,9,30.475,-82.25,358.0657201,1825.793439,118.229255,522.0173436,1116,625,265,1704,0,111,201,256,312,4658.73686,9257.855691,16611.93713
1996,10,30.475,-82.25,361.1715082,1821.333541,118.9388688,506.7279237,1091,525,194,1900,0,113,156,212,269,3736.549214,7669.835328,15642.64586
1996,11,30.475,-82.25,362.8729807,1817.775649,133.6012103,501.7094469,480,525,143,238,0,122,101,162,223,2883.129681,6197.270217,14781.38324
1996,12,30.475,-82.25,362.9546247,1828.307518,133.7541962,508.420814,781,588,115,802,245,134,66,133,200,2685.834634,5479.703103,14361.92347
1997,1,30.475,-82.25,364.9330598,1826.5423,133.2502156,523.5325099,878,588,107,969,42,123,71,132,194,2726.735395,5919.099425,14688.94112
1997,2,30.475,-82.25,366.6450085,1820.392625,170.3839012,524.3858208,773,575,127,784,0,115,95,153,210,3091.70114,7241.860686,15535.69396
1997,3,30.475,-82.25,367.3868822,1837.467754,169.1205256,534.1770163,470,563,164,366,0,127,138,201,265,4278.823275,8870.455641,16529.5449
1997,4,30.475,-82.25,367.9250871,1836.18154,164.4875471,535.6206319,748,500,155,1478,0,135,119,186,254,5218.881048,10287.61444,17490.25189
1997,5,30.475,-82.25,366.7360312,1818.611451,132.8508987,538.1576974,688,563,200,735,0,124,159,221,283,5439.47836,11149.17591,18253.93579
1997,6,30.475,-82.25,365.2597191,1799.959014,142.1525157,535.5528076,1333,588,263,1391,0,99,199,248,298,5214.497097,11448.12803,18585.73306
1997,7,30.475,-82.25,362.308101,1808.63174,104.6245391,526.7260679,1611,638,288,1605,0,110,222,277,332,5698.747517,11236.82264,18307.15016
1997,8,30.475,-82.25,360.7217398,1806.689841,103.091301,516.9222871,1095,625,284,1924,0,110,209,264,319,5415.096163,10503.1978,17548.00914
1997,9,30.475,-82.25,358.6710808,1799.066184,93.94377242,506.5715151,1009,625,265,533,0,117,205,263,322,4784.884603,9265.840376,16612.54124
1997,10,30.475,-82.25,362.0458695,1865.591597,167.6673677,497.6157363,1287,525,193,1254,0,117,153,211,270,3726.785932,7679.40425,15642.50996
1997,11,30.475,-82.25,364.6682628,1821.493548,129.556218,496.3217205,974,525,135,845,97,114,100,157,214,3161.137385,6204.874764,14781.9505
1997,12,30.475,-82.25,366.1288363,1838.429311,170.7984636,501.7052129,984,588,118,1037,231,110,75,130,185,2381.372725,5480.252497,14357.29931
1998,1,30.475,-82.25,367.0302104,1817.431293,195.4757484,517.0826329,1038,588,122,967,0,126,83,146,209,2973.52208,5910.960505,14683.37852
1998,2,30.475,-82.25,367.8215109,1823.006421,154.5733214,521.0303957,1258,575,115,2108,0,116,83,141,199,3664.043764,7228.382366,15527.83197
1998,3,30.475,-82.25,369.2848504,1845.346336,186.0680565,527.4112288,980,563,126,1131,110,131,88,153,219,5081.572161,8856.144038,16519.77143
1998,4,30.475,-82.25,369.3808306,1825.507399,163.3811005,535.1032383,645,500,159,736,0,132,132,198,264,5620.308684,10276.95857,17481.30483
1998,5,30.475,-82.25,368.9310112,1838.797048,186.0292662,559.6861887,596,563,233,415,0,137,185,253,322,6646.954124,11143.63185,18246.98103
1998,6,30.475,-82.25,366.932186,1846.116055,171.2133076,551.1109676,874,625,287,1177,0,139,223,292,362,7042.103925,11447.11242,18585.1088
1998,7,30.475,-82.25,365.7566675,1840.304341,150.6282754,558.3850728,1470,638,300,1566,0,113,233,289,346,5721.034241,11240.56139,18312.83242
1998,8,30.475,-82.25,363.1821508,1816.928987,118.9936956,551.2158046,1425,625,294,1970,0,115,215,272,330,5383.858979,10511.93667,17556.46265
1998,9,30.475,-82.25,363.3664246,1829.916024,137.2450573,533.8935849,1825,625,271,3211,0,88,217,261,305,3780.652154,9278.453189,16622.33253
1998,10,30.475,-82.25,366.2631398,1863.551923,171.0558124,523.1012053,565,525,211,929,0,118,166,225,284,4261.746508,7693.234726,15654.50315
1998,11,30.475,-82.25,367.7485991,1837.227888,146.6007183,529.531567,226,464,170,269,0,107,143,196,250,3084.400235,6214.992827,14789.80393
1998,12,30.475,-82.25,367.9343773,1842.323917,151.4636856,522.8559454,518,588,141,220,0,120,96,156,216,2510.63924,5482.26445,14359.95437
1999,1,30.475,-82.25,370.2163296,1848.53681,162.0945424,533.3370956,950,588,115,1254,161,152,61,137,213,3174.714429,5902.975277,14676.53373
1999,2,30.475,-82.25,371.3074079,1843.228844,162.2860988,535.002786,458,575,119,514,47,139,80,149,219,3914.334561,7214.706621,15518.48541
1999,3,30.475,-82.25,371.3153011,1849.378624,180.5590275,539.9418108,470,563,126,293,248,156,75,153,231,5301.187099,8841.91922,16508.88014
1999,4,30.475,-82.25,371.7328903,1837.011381,166.1321849,541.06917,382,500,175,288,0,141,152,222,293,5541.569041,10266.41251,17472.37689
1999,5,30.475,-82.25,371.550728,1828.866787,147.8599351,539.9822292,562,563,202,459,0,134,163,230,297,6338.194036,11137.64422,18239.92384
1999,6,30.475,-82.25,370.2709564,1840.271306,131.4327573,539.1332354,1536,625,261,2453,0,106,206,259,312,5316.234584,11446.25611,18582.97875
1999,7,30.475,-82.25,366.7135511,1776.356054,78.40557264,534.875187,1427,638,289,1810,0,103,228,279,331,6251.802841,11244.53458,18318.21544
1999,8,30.475,-82.25,364.8432531,1804.225375,78.48900015,536.3886438,1203,625,302,1849,0,118,222,281,340,5679.341219,10520.79107,17566.09343
1999,9,30.475,-82.25,363.3148124,1803.940733,87.97856403,513.9101615,1315,625,263,2409,0,117,194,252,311,4307.259015,9291.062962,16632.01312
1999,10,30.475,-82.25,366.0344714,1811.25466,96.55587084,507.0409637,726,525,198,312,0,105,161,213,266,3964.438826,7707.349858,15662.62131
1999,11,30.475,-82.25,368.6822087,1835.292629,118.6849564,507.5196494,465,525,147,682,0,138,102,171,240,3441.90525,6225.591122,14797.47558
1999,12,30.475,-82.25,370.9744423,1829.479333,115.2532547,511.7230871,547,588,109,354,543,138,50,119,188,2855.921025,5484.078044,14362.41877
2000,1,30.475,-82.25,371.6025287,1837.902892,127.0501111,522.9283243,786,588,107,621,413,138,50,119,188,2913.814721,5895.061632,14671.26671
2000,2,30.475,-82.25,375.0240339,1850.992005,159.4257996,524.7968205,547,575,112,872,297,158,61,140,219,4392.495647,7228.56135,15524.82053
2000,3,30.475,-82.25,372.4596019,1829.504542,143.0887216,526.2782487,652,563,151,931,0,147,104,177,251,4997.785728,8881.291497,16532.32723
2000,4,30.475,-82.25,373.301457,1833.860763,144.2430125,530.1645858,464,500,150,409,0,151,106,181,257,6068.979441,10293.86791,17492.70708
